,id,claim,label,extraction_span,backtranslation,augmentation,augmentation_span,noisy,filepath,text
842093,dailymail-train-d65ca0f2c02fae18ee81d81af89daedc6358d908,"He said, ""It was a great performance, not just for me, but for the last three and five. '",SUPPORTS,"[336, 358]",1.0,,,,cnndm/dailymail/stories/d65ca0f2c02fae18ee81d81af89daedc6358d908.story,"Wales captain Ashley Williams was frustrated after wasting one of his side's best chances as they drew 0-0 with Bosnia and Herzegovina in European Championship qualifying. While the hosts had to rely on a good display from goalkeeper Wayne Hennessey at one end, they could have won the game at the other. Williams and Hal Robson-Kanu produced extraordinary headed misses from Gareth Bale corners, while the Real Madrid star's ferocious swerving drive was brilliantly saved by Asmir Begovic at the end. Wales defender Ashley Williams (2nd left) went close with a header in the second half Wales forward Gareth Bale races past Bosnia's Miralem Pjanic at Cardiff City Stadium 'I can't believe it,' Williams told Sky Sports 5. 'I got a little bit in front of it and had to come back a bit but I should have scored.' Manager Chris Coleman joked: 'Ashley WIlliams is one of the best defenders I've seen in Wales football but we need to have a word with him because when he attacks corners he looks like he's defending them. 'Alright, he missed the header, but how many times did he get us out of trouble at the other end? Wales' Simon Church (centre) and Bosnia and Herzegovina's Toni Sunjic (left) battle for the ball Wales goalkeeper Wayne Hennessey dives to make a save from Bosnia and Herzegovina's Haris Medunjanin 'We need to keep clean sheets if we're going to do anything. The lads were throwing their heads in front of shots there and we need to have that mentality.' Hennessey made a stunning point-blank save from Haris Medunjanin and also denied Edin Dzeko on several occasions, but he too paid tribute to the defence in front of him. He said: 'It was a great performance, not just me but the whole back three, back five. 'We knew Bosnia were a good team but these boys were fantastic tonight.' Bosnia and Herzegovina's striker Edin Dzeko (R) runs with the ball during the Euro 2016 qualifier"
740086,dailymail-train-b01865f6a01b99e1538ac6451d048e403ecdd401,Having afternoon people singing my name made me think,REFUTES,"[184, 196]",1.0,NumberSwap,"[1, 1]",,cnndm/dailymail/stories/b01865f6a01b99e1538ac6451d048e403ecdd401.story,"Peter Wright had to fight back the tears during victory over Ronny Huybrechts in the second round of the World Darts Championship on Saturday. The 2014 finalist and No 5 seed was overcome with emotion at the support he received from the crowd at Alexandra Palace on his way to a 4-1 win against his Belgian opponent. With the score at 1-1, Wright hit a 144 checkout in the first leg of the third set and followed up with a 121 finish in the next and never looked back from there. VIDEO Scroll down to watch the stand-out moments from the World Championships so far Peter Wright celebrates winning his second round match against Ronny Huybrechts on Saturday He said: ‘I found it hard work because the whole crowd started singing my name and I started to get tears in my eyes because the support I got was crazy. ‘I was trying to fight back the emotions to concentrate on my game and it was really hard. To have a couple of thousand people singing my name made me think “why are you doing this?” Wright, who averaged 95.52, added: ‘I didn’t perform as well. I came out feeling fantastic and then the crowd started singing and I started welling up - I couldn’t concentrate. Wright takes aim during his match against the Belgian on Friday afternoon at Alexandra Palace Wright celebrates winning a leg against Huybrechts on Day seven of the PDC World Darts Championship ‘But I’m still in the tournament. A bit of experience and that crazy crowd got me through.’ Robert Thornton, meanwhile, became the first man into the third round when he brushed aside Ronnie Baxter 4-0 in the opening match of Saturday’s afternoon session. The No 9 seed, who averaged 93.78, was efficient in booking his place in the last 16 as he dropped just four legs. Thornton raced to the first set before hitting double 12 in the deciding leg of the second to open up a two-set lead. And the Scot almost put the icing on the cake with a nine-dart finish in the fourth leg of the third set, but he broke down after seven perfect darts before returning to hit double 16 to take the set. Robert Thornton acknowledges the crowd after winning his second round match against Ronnie Baxter After rounding off a 4-0 victory, Thornton said he prepared for the noise at Alexandra Palace by letting his grandchildren into his practice room. ‘My grandchildren can make a lot of noise,’ he said. Thornton added: ‘In some of the legs I had chances and missed a couple of doubles. 'Usually Ronnie doesn’t miss many doubles but it was good for me and I’m happy to be through to the third round. Overall I’m pretty happy, I just need to brush up on my finishing over the weekend.’ Terry Jenkins also came close to a nine-dart finish during his 4-0 win over Laurence Ryder. The No 16 seed was in sublime form as he averaged 96.45 and hit two ton-plus checkouts, including a 164, on his way to whitewashing his opponent. Terry Jenkins came close to hitting a nine dart finish during his second round match against Laurence Ryder And in the second leg of the second set, Jenkins hit eight perfect darts but saw his attempt at double 12 hit the outside of the wire denying him a nine-darter. Jenkins said: ‘It went on the wire. I rushed it a bit and it was close anyway and could have gone in. I should have taken my time. ‘All I’ve been doing at home is practicing 180s and 140s. I had a quiet Christmas at home and have been practicing for an hour every morning. ‘As long as I practice I know I can keep playing like that.’"
421597,dailymail-train-e0658c0e7451da714bb8766da8e3c06807f1b449,"The former Westminster Magistrates' Court presenter, 68, appeared at Westminster Magistrates' Court in central London for a brief hearing accused of indecently assaulting a woman aged over 16 on January 17, 1995.",REFUTES,"[35, 69]",0.0,EntitySwap,"[2, 5]",,cnndm/dailymail/stories/e0658c0e7451da714bb8766da8e3c06807f1b449.story,"By James Rush Veteran DJ Dave Lee Travis has pleaded not guilty to indecently assaulting a woman Veteran DJ Dave Lee Travis has pleaded not guilty to indecently assaulting a woman. The former BBC presenter, 68, appeared at Westminster Magistrates' Court in central London for a brief hearing accused of indecently assaulting a woman aged over 16 on January 17, 1995. Asked to enter his plea to the charge Travis, who appeared under his real name David Griffin, answered: 'Not guilty.' Travis, nicknamed 'The Hairy Cornflake' during his stint presenting Radio 1's mid-morning show, spoke only to confirm his name, date of birth and to enter his plea. Dressed in a grey woollen blazer, white shirt, patterned tie and black trousers, Travis, from Buckinghamshire, was told to appear for a further hearing at Southwark Crown Court on May 8. Speaking outside court, he added: 'I don't think I need to say anything really. 'I think I will just leave it there.' The veteran DJ - also known as DLT - was cleared of 12 counts of indecent assault in February following a six-week trial. He faces a retrial on two outstanding charges. The former BBC presenter, 68, appeared at Westminster Magistrates' Court in central London for a brief hearing accused of indecently assaulting a woman aged over 16 on January 17, 1995 Sorry we are not currently accepting comments on this article."
375540,cnn-train-170235abf6483f888f8411c96d319709b9d9a0aa,"Only Only in America,"" Ronnie DunnDunn's voice sings, ""in in red, , white white and blue; Only in America, we dream as big as he want to. ...",REFUTES,"[273, 307]",0.0,PronounSwap,"[30, 30]",,cnndm/cnn/stories/170235abf6483f888f8411c96d319709b9d9a0aa.story,"(CNN) -- We are now able to project a winner in the 2012 presidential race: Brooks & Dunn. Again. If that wasn't clear enough already, it became abundantly so at the end of Newt Gingrich's victory speech in South Carolina last weekend. As Gingrich left the stage, his campaign staff played a song through the speaker system. The song was ""Only in America,"" by the country duo Brooks & Dunn. Of course. That song has become a bipartisan standard in recent presidential campaigns. George W. Bush and Dick Cheney used it at their rallies; Barack Obama used it at his rallies; John McCain used it at his rallies; and now Gingrich is using it. Mitt Romney, too. Politicians have long utilized campaign songs, but it is unusual for Republicans and Democrats to share the same song. After Bill Clinton used Fleetwood Mac's ""Don't Stop (Thinking About Tomorrow)"" in his 1992 campaign, it would have been inconceivable for a Republican opponent to use it at GOP rallies that year, or for Republicans four years later to use it. It would have reminded potential voters of the other guy. But ""Only in America"" has managed to transcend party lines; its lyrics, about the U.S. ideal of opportunity for all, seem to speak to a deeply held national belief, even a yearning, and the insistent opening guitar chords rivet an audience. ""Only in America,"" Ronnie Dunn's voice sings, ""Dreaming in red, white and blue; Only in America, Where we dream as big as we want to. ..."" When Obama, late in the summer of 2008, finished his speech accepting his party's nomination for president in that packed Invesco Field football stadium in Denver, there was the Brooks & Dunn song booming out of the speakers, becoming the soundtrack of the historic moment. That four years earlier the song had been playing at Bush/Cheney events didn't seem to matter. ""We all get a chance, Everybody gets to dance. ..."" Brooks & Dunn, after a 20-year career of platinum albums and No. 1 hits, have broken up and no longer perform together. But last week I was able to get in touch with both Kix Brooks and Ronnie Dunn, and in separate conversations we talked about what having their song become the go-to anthem for presidential candidates means. ""The song was never intended to be partisan, and it isn't,"" said Dunn. He was in rehearsals for a solo tour in support of his new single, ""Let the Cowboy Rock,"" and even though the Brooks & Dunn duo is no more, he said he often thinks about the political life that song of theirs has taken on. ""It's about the opportunity, in America, to try to attain anything you want,"" he said. When, in 2008, the song began to be heard at rallies for both sides (neither candidate had asked for their permission), he and Brooks made the decision not to say anything publicly about their private political preferences: ""We kind of laid low. We did that on purpose."" Which made all kinds of sense. Some singers and bands, when their songs are played by candidates they don't favor, loudly demand that the candidate stop immediately. Dunn and his partner instinctively realized that if both parties had adopted ""Only in America,"" they should just sit back and let their work be constantly heard by citizens of every political persuasion. When good fortune unexpectedly comes raining down on you, the last thing you want to do is reach for an umbrella. ""I'm moved by the whole thing,"" Dunn said. ""Of all the voices in America, to have my voice be the one that sings those words . . . ."" Kix Brooks, who is completing his own solo album and also hosts the syndicated radio show ""American Country Countdown,"" told me, ""The song was never Republican or Democrat. I think that politicians of both parties get that."" Brooks wrote the song, in collaboration with Nashville songwriters Don Cook and Ronnie Rogers, as simply ""an appreciation of our freedoms in America."" When Brooks & Dunn were filling arenas and stadiums night after night, there would come a moment, midway through ""Only in America,"" when local members of the military invited by the band -- usually four or five of them, from the different branches, always in uniform -- would march in crisp formation onto the stage, and would face the audience, then salute. The audiences would stand and cheer, some people with tears flowing. It might be the one and only time in the lives of the young men and women from the Army, the Marines, the Navy and the Air Force when they would have a moment like this: when they would be onstage in front of tens of thousand of people, and be applauded with gratitude for the sacrifice they were making. ""After the song,"" Brooks said, ""the soldiers would leave the stage, and I would look at them, and they would just be glowing."" Campaign songs have always been a tradition with presidential candidates -- ""Marching with McKinley"" for William McKinley, ""He's All Right"" for Benjamin Harrison, ""Get On a Raft with Taft"" for William Howard Taft, ""Keep Cool and Keep Coolidge"" for Calvin Coolidge -- but only in recent years have songs that are already big hits, and that were not written for a candidate, been made a regular part of campaign playlists. With the Brooks & Dunn song, neither political party seems to want to be the one not to play it. It has, without any push from the men who sang it, managed to become a part of the presidential process. ""If the candidates want our song to come out of their speakers, it's fine with me,"" said Brooks, who was born in Shreveport, Louisiana, during Dwight D. Eisenhower's first term. ""I just feel lucky. I never got tired of singing it"" said Dunn, who was born in Coleman, Texas, also while Eisenhower was in the White House. Only in America. Follow CNN Opinion on Twitter. Join the conversation on Facebook. The opinions expressed in this commentary are solely those of Bob Greene."
931532,dailymail-train-7ae2f6accbe098d5cd9fdf3a43eabb425753d25f,Alessandra Ambrosio models the 2013 line for the Colombian brand Arkitect de Exito.,SUPPORTS,"[157, 169]",1.0,,,,cnndm/dailymail/stories/7ae2f6accbe098d5cd9fdf3a43eabb425753d25f.story,"By Martha De Lacey PUBLISHED: 06:09 EST, 3 September 2012 | UPDATED: 11:22 EST, 3 September 2012 She has a brand new baby to contend with, but Alessandra Ambrosio is not using that as an excuse to slack off on modelling duties. The Brazilian beauty - more usually seen stripping down to her lingerie as one of Victoria's Secret's Angels - has been cavorting about in the desert, modelling the new 2013 line for affordable Colombian clothing brand Arkitect by Exito. Wearing floaty, flowery dresses, pretty paisley prints and casual summer frocks in bold block colours - all of which cost less than £30 - 31-year-old Ambrosia proves she has taken no time at all to get back to her stunning self after giving birth to her second child just a few months ago. Alessandra Ambrosio models the 2013 line for Colombian brand Arkitect by Exito Ambrosio, who has been engaged to businessman Jamie Mazur since 2008, gave birth to their second child - a son Noah Phoenix to join four-year-old Anja Louise - in May. She was today seen enjoying a day out in with her whole family (and wearing a denim outfit to match her daughter's) at the Malibu Chili-cook off Carnival and Fair. The whole Arkitect catalogue can be viewed here. Arkitect's new 2013 line includes pretty paisley-print dresses such as this green summer frock, just $79,900 Colombian pesos (£27.60) Alessandra Ambrosia is more usually seen wearing her Victoria's Secret underwear, but has now appeared in a desert shoot wearing summery dresses such as this purple strapless ankle-length beauty, $59.900 Colombian pesos (£20.70) Alessandra Ambrosio, 31, in shots for the modelling shoot she did for affordable Colombian brand Arkitect Ambrosio, here modelling for Colombian brand Arkitect, now has two children with her businessman fiancee Jamie Mazur Brazil's Alessandra Ambrosio often appears on lists as one of the world's sexiest women Alessandra Ambrosio in a tan and striped Arkitect dress priced $79.900 Colombian Pesos (£27.60) Ambrosio on holiday with her daughter Anja, four, and four-month-old baby Noah Ambrosio and her businessman fiancee Jamie Mazur on holiday with their daughter Anja in Malibu yesterday Alessandra Ambrosio has been a Victoria's Secret model since 2004, and is here shown taking part in two different runway shows for the brand"
922450,dailymail-train-efb60671484daff5ab194d31135e77bf747f6fe7,"Seechurn was detained early Saturday upon the ship's return from the Bahamas to its port of origin in Bayonne, New Jersey.",SUPPORTS,"[132, 155]",0.0,,,,cnndm/dailymail/stories/efb60671484daff5ab194d31135e77bf747f6fe7.story,"A cruise ship worker groped a sleeping female passenger during an excursion to the Bahamas over the weekend, federal authorities charge. Prosecutors say the attack occurred Dec. 23, when 25-year-old Karan Seechurn used his room key to enter the woman's cabin without her knowledge or permission. She awoke to find Seechurn touching her genitalia and pushed him off. Federal prosecutors say 25-year-old Karan Seechurn, a cruise ship worker (not pictured), used his work key to enter a female passenger's cabin and groped her while she slept The victim tried to run away, but he pulled her back —and threatened to burn down the ship if she reported what happened, court records show. Seechurn was detained early Saturday upon the ship's return from the Bahamas to its port of origin in Bayonne, New Jersey. He remains in the custody of US Marshals and is charged in Newark Federal Court with abusive sexual contact. He's represented by a public defender's office, which declined to comment. Seechurn is from Mauritius, an island in the Indian Ocean."
176490,dailymail-train-6a98922a4dcf6266bd5a7b4ee0a2675b9fbe60be,"However, Donald told told the the police that the model wasn't an “invited guest,” according according to TMZ, and she remained in in ownership after they left.",REFUTES,"[269, 298]",1.0,NegateSentences,"[9, 10]",,cnndm/dailymail/stories/6a98922a4dcf6266bd5a7b4ee0a2675b9fbe60be.story,"It claims to be one of Los Angeles' trendiest clubs, where 'unrivalled hospitality never goes out of style' - but 1 Oak's hospitality didn't extend to V. Stiviano, who was denied entry last night. The Hollywood nightclub is one of LA’s most popular destinations for celebrities, boasting visits from the likes of Bono, Sean Combs - aka Puffy Daddy - and Robert Pattinson. Stiviano, 31, was pictured outside the club last night in a low-cut red dress and managed a smile for the paparazzi, despite not being allowed to go in. Scroll down for video V. Stiviano was reportedly denied entry to trendy Los Angeles night-spot 1 Oak - but still managed a grin for the waiting paparazzi Stiviano gained national notoriety earlier this year due to her alleged sexual relationship with Donald Sterling A burly bouncer refused to grant her access, so Stiviano resorted to pacing up and down the sidewalk while photographers snapped away. At one point she phoned a friend, but that didn't help, with security politely asking her to step away from the entrance. Last week there was speculation that the model was back with her ex, the disgraced former NBA owner Donald Sterling. It surfaced after his ex wife Shelly reportedly called the police when she learned that Stiviano was at his Beverly Hills mansion. The tryst prompted her to claim to the police that Stiviano had broken into the property. However, police were told by Donald that the model was an ‘invited guest’, according to TMZ and she stayed in the property after they left. In August Stiviano claimed that the former L.A. Clippers owner is gay and that she spent three years acting as his 'beard' so no one would suspect his true sexuality. Stiviano, who gained national notoriety earlier this year due to her alleged sexual relationship with Sterling, made the bombshell allegation in documents filed at the Los Angeles Superior Court in answer to a prior lawsuit filed by Sterling’s wife, Shelly. In her original lawsuit, Shelly had accused Stiviano of taking gifts from the Sterling Family including a Ferrari, $240,000 in cash and a $1.8 million house on the outskirts of Beverly Hills in exchange for sexual favors. Donald Sterling’s wife Shelly reportedly called the police when she learned that V.Stiviano (right, with Sterling) was at his Beverly Hills mansion Shelly (left) had accused Stiviano of taking gifts from the Sterling family including a Ferrari, $240,000 in cash and a $1.8 million house on the outskirts of Beverly Hills Stiviano denies those allegations and even claims that Shelly Sterling was well aware of the exact nature of the relationship between Donald Sterling and Stiviano. ‘V.S. was D.T.S’s beard for three years prior to the filing of suit,’ the answer claimed. ‘V.S. is informed and believes that (Sterling) is a homosexual and enjoys sexual acts and or sexual congress with males.’ The answer said that Shelly Sterling was ‘acutely aware of his orientation and condoned’ his behavior, including his decision to give ‘gifts, money and other properties’ to Stiviano for her public companionship, reports the Daily News. Stiviano also says that she ‘was not ever a sexual partner’ of Donald Sterling. She also states that the gifts are considered separate property, not 'marital or community property,' because they were purchased with funds earned by Donald after separation or 'estrangement' from her wife. Stiviano also filed a $10 million defamation lawsuit against the Sterlings on Thursday. She claims they slandered her in the media by calling her a thief and saying she embezzled money and property from Donald. 'She’s delusional,’ Sterling’s lawyer, Max Blecher, told The Daily News. The drama began in April when a recording surfaced of Donald Sterling berating Stiviano for bringing black men to Clippers games. The audio spurred the NBA to ban Sterling for life and fine him $2.5 million. Shelly, his wife of 58 years, then took control of a family trust and negotiated a record $2 billion sale of the team to former Microsoft CEO Steve Ballmer. Shelly Sterling said she was initially given her husband's blessing to sell the team and he praised the deal she reached. When it came time to sign it at the end of May, however, Sterling said he would not sell and would sue the league. Ballmer officially became the new owner of the Los Angeles Clippers at the end of August."
851851,dailymail-train-ca5d158a4158068e5e457c5a2234965ef213dd47,"The monarch said she worried that Ebolahas claimed 5,000 lives already, risked overshadowing the from from other deadlier diseases like like malaria, which kills the same same number number every week .",SUPPORTS,"[331, 364]",0.0,,,,cnndm/dailymail/stories/ca5d158a4158068e5e457c5a2234965ef213dd47.story,"The Queen warned last night that focusing too much attention on the Ebola outbreak could lead to an upsurge in other deadly diseases such as malaria. At an event alongside world leaders in the science of infectious diseases yesterday, she asked ‘piercing’ questions about how the disease ought to be controlled. And the monarch said she worried that Ebola, which has claimed 5,000 lives already, risked overshadowing the risk from other deadlier diseases like malaria, which kills the same number every week. The Queen warned last night that focusing too much attention on the Ebola outbreak could lead to an upsurge in other deadly diseases such as malaria. She was speaking at an event at London’s Chatham House Speaking to one of the world’s top epidemiologists, Professor David Heymann, she told him she worried that those with feverish symptoms which could be malaria are being turned away from hospitals because they were too busy dealing with Ebola patients. Professor Heymann said he was impressed at her at her level of knowledge on the subject and described her as ‘very perceptive.’ He said: ‘She felt very strongly about it. ‘She was very interested in Ebola because she said her doctor told her that there are more people dying from malaria every week than are dying from Ebola - and he was right. ‘Ebola is getting all the attention and malaria is not. ‘She is afraid that malaria will have a comeback because people are not paying enough attention to it.’ Professor Heymann is a professor of infectious disease epidemiology at the London School of Hygiene and Tropical Medicine and was the former assistant director-general for infectious diseases at the World Health Organisation. He investigated the first Ebola outbreak in 1976 and has worked on three subsequent outbreaks since then. The monarch said she worried that Ebola, which has claimed 5,000 lives already, risked overshadowing the risk from other deadlier diseases like malaria, which kills the same number every week After meeting the Queen at the event at London’s Chatham House, he added he believed that she was absolutely right in her concerns. He added: ‘There is a great fear that there will be an increase in deaths from common childhood diseases like malaria and diarrhoeal diseases. ‘She is very perceptive. Unfortunately this should not detract attention from Ebola, which must be stopped. It is a terrible disease. Queen Elizabeth II and Dr Robin Niblett, director of Chatham House, remove the first brick in a new extension, during a visit to launch The Queen Elizabeth II Academy for Leadership in International Affairs at Chatham House in London ‘What the Queen has done is call attention to other infectious diseases which are with us every day and cause much greater misery, but not in such a spectacular way. ‘She asked a very piercing and important question which means at she has analysed clearly the world situation of disease and she’s come to this conclusion which is the right conclusion.’ Accompanied by the Duke of Edinburgh, the Queen was visiting foreign affairs think tank Chatham House to launch a new leadership academy. The Queen Elizabeth II Academy for Leadership in International Affairs will offer leaders the chance to develop skills to deal with major policy challenges and the critical issues facing the world. During her visit, she removed a brick from the wall between Chatham House - the Royal Institute of International Affairs - and neighbouring Ames House to symbolise the expansion next door, where the leadership academy will be based."
16489,dailymail-train-0ec2fc91b64241b539ed356193e2730929b0682d,"The police said said Campbell was not ""dangerous"" but ""elusive"" and had a a history of running away the police.",SUPPORTS,"[260, 280]",1.0,,,,cnndm/dailymail/stories/0ec2fc91b64241b539ed356193e2730929b0682d.story,"Evelyn Grace Campbell (pictured) was sentenced to two years in prison for escaping jail A woman has been sentenced for up to two years in prison for escaping prison by impersonating another inmate. Evelyn Grace Campbell, 29, from Uniontown, Pennsylvania, fooled jail guards and a bail bondsman at Fayette County prison into believing she was another prisoner with a similar sounding name. She left the prison and the mix-up wasn't noticed until the next day. Campbell - who was serving a six month sentence for retail theft - signed herself out of the prison on June 6 when a bondsman showed up to post $500 bail on behalf of another inmate, Maretta Gambel. The warden says Campbell stepped forward when guards called for Gambel. She then escaped after telling the bail bondsman she didn't have identification before he let her sign the release papers. Warden Brian Miller said the guards and bail bondsman should have had photos of both women. Campbell left the prison and the mistake was not noticed until 7am the next morning. She turned herself in at 3pm the same day. Campbell - who was serving a six month sentence for retail theft - escaped Fayette County Prison (pictured) She was charged with forgery and identify theft and had a new $30,000 bail set. On Wednesday, she was sentenced to a maximum of two years in prison. Police said Campbell is not 'dangerous' but 'elusive' and has a history of running from police."
118820,dailymail-train-3e6366904f3e10bc98f84e6789190fd4b5fd51ca,Mark Mark in duel.,SUPPORTS,"[2, 4]",1.0,,,,cnndm/dailymail/stories/3e6366904f3e10bc98f84e6789190fd4b5fd51ca.story,"By Mark Duell UPDATED: 08:09 EST, 2 October 2011 It’s been almost 20 years since Barack and Michelle Obama tied the knot - and they last night celebrated in style at a $150-a-head restaurant. The U.S. President and First Lady visited Restaurant Eve, in Alexandria, Virginia - located just seven miles southwest from the White House. The Obama couple married on October 3, 1992, in Chicago, so their actual 19th wedding anniversary is tomorrow. Strong marriage: Barack and Michelle Obama wed on October 3, 1992, in Chicago, and they celebrated in style at a $150-a-head restaurant last night President Obama had been speaking at an event for a major gay rights organisation on Saturday night before going out to dinner. He returned to the White House briefly after the speech before his motorcade made its way to the upscale restaurant in Virginia. Restaurant Eve’s chef Cathal Armstrong has worked with Mrs Obama to promote healthier eating for children, reported the Washington Times. Mrs Obama said earlier this year that the couple’s secret to long-lasting marriage is laughing and not taking themselves too seriously at home. Mr Armstrong has previously cooked for television chef Julia Child and Senator Ted Kennedy, reported Irish Central. Dinner location: The U.S. President and First Lady visited Restaurant Eve, located in Alexandria, Virginia - just seven miles away from the White House The restaurant is named after Mr Armstrong’s first child with his wife Meshelle and is located in a converted warehouse from the late 1800s. Restaurant Eve has two ‘dining experiences’. One is the 34-seat ‘Chef's Tasting Room’ with prix-fixe tasting menus costing up to $150. Mr Armstrong's signature dishes include the heirloom tomato tart with garden basil and butter poached Maine lobster with Eastern Shore corn. It also has ‘The Bistro’, featuring main courses priced up to $41 and a prix-fixe three course menu on Friday and Saturday nights for $65. Desserts include the gianduja French toast and apple doughnuts. 'Restaurant Eve' tweeted: 'Love people who have great palates and dine with us... especially uh... THE PRESIDENT AND HIS BEAUTIFUL WIFE!!!'"
646256,dailymail-train-ca73a20ab4c6bfc17ce62ca89380346acfa7fc39,"Kansas City Police and the Ginny Ginny Bauer had been offering a $7,000 7,000 reward for information leading to to the the capture of the unidentified suspect .",REFUTES,"[302, 325]",0.0,EntitySwap,"[5, 6]",,cnndm/dailymail/stories/ca73a20ab4c6bfc17ce62ca89380346acfa7fc39.story,"A suspect has been taken into custody in connection with a string of random highway shootings that left three people wounded in the Kansas City, Missouri, area. The male suspect has yet to be named as no charges have been filed, police chief Darryl Forte told a press conference on Thursday evening. Police said last week that they had connected 12 shootings since early March that have targeted vehicles on Kansas City-area roads. Scroll down for video An unnamed suspect has been taken into custody in connection with a string of random highway shootings that left three people wounded in the Kansas City, Missouri, area. Investigators have looked into as many as 20 reported highway shootings as part of their investigation. Three people have been hit with bullets, and their injuries were not life-threatening. No new shooting incidents have taken place since April 6. More details are expected at a press conference on Friday. One woman said she was driving down the road with her three-year-old child when a figure in a ski-mask driving beside her opened fire, narrowly missing the youngster. Witness Tom McFarlane told KMBC-TV: 'I was just driving down the highway and heard a loud noise. Something hit the car, didn't know what it was, so I pulled over at my first opportunity to kind of see if there was any damage and that's when I saw the bullet hole.' One witness claimed the shooter was wearing a ski-mask and just missed her three-year-old child who also in the car Kansas City Police and the FBI had been offering a $7,000 reward for information leading to the capture of the unidentified suspect Most of the shootings were reported in an area in the southern part of Kansas City known as the Grandview Triangle where three interstate highways and U.S. 50 intersect. Local police called in help from the FBI and the Bureau of Alcohol, Tobacco, Firearms and Explosives. A $7,000 reward had been offered for information leading to the capture of the attacker. The first incident was reported to police on March 8. Luckily, no one was killed but two victims have been hit in the legs and a third received a gunshot wound to the arm. Jenny Baugher said: 'It's really scary to think that somebody is just out here with no regard to what could happen.' Another victim, Ginny Bauer said she was driving a friend home when she was hit by a bullet. 'There wasn't another car in sight and we were in the right lane and hit on the right side,"" she said Police in Kansas searching for ballistic evidence in a bid to track down the random shooter who has been targeting motorists since March 8"
488592,cnn-train-3c2cb09083a32241cd48756bef3b373fd1a48683,"The friends recognized the Tsarnaev brothers after authorities released video and still photos asking for the public's helping finding the two men in the aftermath of the bombings, prosecutors said.",SUPPORTS,"[279, 311]",0.0,,,,cnndm/cnn/stories/3c2cb09083a32241cd48756bef3b373fd1a48683.story,"(CNN) -- A friend of accused Boston bomber Dzhokhar Tsarnaev is expected to plead guilty Thursday to charges in connection with removing a backpack and computer from Tsarnaev's dorm room after the Boston Marathon bombing. Dias Kadyrbayev will be changing his plea in a federal courtroom Thursday, his lawyer, Robert Stahl, told CNN, adding that he'll have more to say after the hearing. The charges stem from actions after bombs exploded near the finish line of the Boston Marathon on April 15, 2013. Three people were killed and more than 200 were injured. Kadyrbayev is charged with four counts including obstructing justice and conspiracy for allegedly throwing Tsarnaev's backpack into a dumpster after discovering it contained fireworks with gunpowder, and removing a jar of Vaseline and a computer thumb drive. The backpack was later recovered at a landfill by investigators. Kadrybayev, a Kazakh national, also allegedly took Tsarnaev's computer to his off-campus apartment, where the FBI later seized it. In July, Kadyrbayev's roommate Azamat Tazhayakov was convicted of conspiracy and obstruction charges in the same case and has filed an appeal. He faces up to 25 years in prison at his sentencing in October. In that case, prosecutors told jurors Tazhayakov knew the identity of the suspected bombers -- Tsarnaev and his older brother Tamerlan Tsarnaev -- before the public found out, allegedly texting Kadyrbayev: ""i think they got his brother,"" hours before the public knew their names or their relationship to one another. The friends recognized the Tsarnaev brothers after authorities released video and still photos asking for the public's helping finding the two men in the aftermath of the bombings, prosecutors said. Kadyrbayev told his friends that he believed Dzhokhar Tsarnaev ""used the Vaseline 'to make bombs,' or words to that effect,"" an indictment against him reads. The government said Tsarnaev texted Kadyrbayev after the bombings and told him he could go to his dorm room and take what he wanted. Kadyrbayev showed that text to Tazhayakov, the government alleged. Who is Dias Kadyrbayev?"
